smiles,p_co2,alpha,d,interval
*Oc1cc2c(cc1O*)C1(c3cc4c(cc3-c3cc5c(cc31)C(C)(C)CCC5(C)C)Oc1c(c(C(=O)c3cc(F)cc(F)c3)c(*)c(*)c1C(=O)c1cc(F)cc(F)c1)O4)c1cc3c(cc1-2)C(C)(C)CCC3(C)C,236.0464415817887,4.913323830405388,-2.2070927897614068,2.298350128818945
*Oc1cc2c(cc1O*)C13CC24C=CC(Oc2ccc(N5C(=O)c6cc(*)c(*)cc6C5=O)cc2)=CC=C(c2cc5c(cc24)C(C)(C)CCC5(C)C)n2c(=O)c4cc5oc6cc1c(cc6oc5cc4c2=O)C1(C3)c2ccccc2-c2ccccc21,209.02803784620474,5.34247470378538,-2.212229074082403,2.298350128818945
*Oc1cc2c(cc1O*)C1(c3cc4c(cc3-2)C(C)(C)CCC4(C)C)c2cc3c(cc2C(C)(CC)C1C)Oc1c(c(C(=O)c2ccc([Si](C)(C)C)cc2)c(*)c(*)c1C(=O)c1ccc([Si](C)(C)C)cc1)O3,147.70838916922912,6.7900375322758775,-2.226573458935294,2.298350128818945
*Oc1cc2c(cc1O*)C1(C(C)C)c3cc4c(cc3C2(C(C)C)c2cc3cc5c(cc3cc21)C(C)(C)CCC5(C)C)Oc1c(c(C(=O)c2cc(F)cc(F)c2)c(*)c(*)c1C(=O)c1ccc(-c2ccccc2)cc1)O4,248.72300929963896,4.318525719336037,-2.257810790671013,2.298350128818945
*Oc1cc2c(cc1O*)C1(CCC)c3cc4ccccc4cc3C2(CCC)c2cc3oc4cc5c(=O)n(-c6c(C)cc(-c7cc(C#N)c(N8C(=O)c9cc(*)c(*)cc9C8=O)c8ccccc78)c7ccccc67)c(=O)c5cc4oc3cc21,121.68720780660875,7.200881322810369,-2.2772999903233426,2.298350128818945
*Oc1cc2c(cc1O*)C1(CCC23CC2(c4ccccc4-c4ccccc42)c2cc4oc5cc6c(=O)n(-c7c(C)cc(C)c(N8C(=O)c9cc(*)c(*)cc9C8=O)c7C)c(=O)c6cc5oc4cc23)c2ccccc2-c2ccccc21,111.5283667311426,7.426336447473983,-2.2976142291126447,2.298350128818945
*Oc1cc2c(cc1O*)C1(C(C)C)c3ccccc3C2(C(C)C)c2cc3oc4cccccc5c(=O)c5c(C#N)c(*)c(C(=O)c5ccccc5)c=4oc3cc21,136.44900705217265,6.339969639480536,-2.3000394842647047,2.298350128818945
*OC1=CC=C2C(=O)C(C)=CC(=C3C=C4C=CC=CC=C5C6=CC(*)=CC(=CC(C)=CC56F)n5c(=O)c6cc7oc8ccc(cc8oc7cc65)C423)C=C1C,166.78211131607688,5.382393936918046,-2.3060475127052547,2.298350128818945
*Oc1cc2c(cc1O*)C1(CCC)c3cc4c(cc3C2(CCC)c2cc3cc5c(cc3cc21)C(C)(C)CCC5(C)C)Oc1c(c(C(=O)c2cc(F)cc(F)c2)c(*)c(*)c1C(=O)c1ccc(-c2ccccc2)cc1)O4,257.77644974855093,3.679078819100072,-2.3334849604078456,2.298350128818945
*Oc1cc2c(cc1O*)C1(C)c3ccccc3C2(C)C(C(=O)c2cc(F)cc(F)c2)=C(*)C(*)=C(C(=O)c2cc(F)cc(F)c2)c2oc3cc4c5cc6c7cc8c(cc7c2oc3cc4c6cc51)C(C)(C)CCC8(C)C,215.3021670231237,4.135616695346166,-2.3451082438035016,2.298350128818945
*Oc1cc2c(cc1O*)C1(CC23CC2(c4ccccc4-c4ccccc42)c2cc4c(cc23)Oc2c(c(C(=O)c3cc(F)cc(F)c3)c(*)c(*)c2C(=O)c2cc(F)cc(F)c2)O4)c2ccccc2-c2ccccc21,153.6064820330313,5.266886160997614,-2.354133746003573,2.298350128818945
*Oc1cc2c(cc1O*)C13CC24CC2(c5ccccc5-c5ccccc52)c2cc5c(cc24)OC(=C(O5)C(C(=O)c2ccccc2)=C(*)C(*)=C1C(=O)c1ccccc1)c1cc2c(cc13)C(C)(C)CCC2(C)C,213.22922369649254,3.588549273522793,-2.4300605914798097,2.298350128818945
*Oc1cc2c(cc1O*)C1(C(C)C)c3cc4c(cc3C2(C(C)C)c2cc3cc5c(cc3cc21)C(C)(C)CCC5(C)C)Oc1c(c(C(=O)c2ccc([Si](C)(C)C)cc2)c(*)c(*)c1C(=O)c1ccc([Si](C)(C)C)cc1)O4,146.91040737651255,4.577409310964065,-2.453340890716162,2.298350128818945
*Oc1cc2c(cc1O*)C1(C)c3cc4c(cc3C2(C)c2cc3cc5c(cc3cc21)C(C)(C)CCC5(C)C)Oc1c(c(C(=O)c2ccc([Si](C)(C)C)cc2)c(*)c(*)c1C(=O)c1ccc([Si](=C)C)cc1)O4,113.4633622148457,5.4902559458634945,-2.46204918540863,2.298350128818945
*Oc1cc2c(cc1O*)C1(c3cc4c(cc3-c3cc5c(cc31)C(C)(C)CCC5(C)C)Oc1c(c(C(=O)c3ccc([Si](C)(C)C)cc3)c(*)c(*)c1C(=O)c1ccc([Si](C)(C)C)cc1)O4)c1cc3c(cc1-2)C(C)(C)CCC3(C)C,129.43939734161322,4.773212140457125,-2.4844889004456956,2.298350128818945
*Oc1cc2c(cc1O*)C1(c3cc(C(C)(C)C)ccc3-2)c2cc(C(C)(C)C)ccc2-c2cc3oc4c(C(=O)c5ccc([Si](C)(C)C)cc5)c(*)c(*)c(C(=O)c5ccc([Si](C)(C)C)cc5)c4ooc3cc21,127.7107642317147,4.282444980051718,-2.5520740994792113,2.298350128818945
*OC1=CC12CC1(CC3(c4ccccc4-c4ccccc43)c3cc4c(cc31)Oc1cc3c(cc1O4)C(=O)N1C(=C(C)C=C4C(=O)N5C(=O)c6cc(*)c(*)cc(c6=O)-c6ccccc6C4=CC(C)=C5c4ccccc4-3)C(c3ccccc3)=C1c1ccccc1)c1cc(O*)c(O*)cc12,134.896994535719,3.9070578503814755,-2.5805095362987336,2.298350128818945
*Oc1cc2c(cc1O*)C13CC24C=CC(c2ccccc2)=CC=C(c2cc5c(cc24)C(C)(C)CCC5(C)C)S(=O)(=O)c2c(*)c(*)c(S(=O)(=O)c4ccc(-c5ccccc5)cc4)c4c2Oc2cc1c(cc2O4)C1(C3)c2ccccc2-c2ccccc21,238.62957891628218,2.4228801829900624,-2.6047258472942794,2.298350128818945
*Oc1cc2c(cc1O*)C1(C(C)C)c3cc4c(cc3C2(C(C)C)c2cc3cc5c(cc3cc21)C(C)(C)CCC5(C)C)Oc1c(c(C(F)(F)F)c(*)c(*)c1C(=O)c1ccc([Si](C)(C)C)cc1)O4,161.4996844193924,2.813733647234627,-2.6891644490012667,2.298350128818945
*Oc1cc2c(cc1O*)C1(c3cc4c(cc3-c3cc5c(cc31)C(C)(C)CCC5(C)C)Oc1c(c(C(=O)c3ccc([Si](C)(C)C)cc3)c(*)c(*)c1C(F)(F)F)O4)c1cc3c(cc1-2)C(C)(C)CCC3(C)C,170.9485062098425,2.409772582332873,-2.7526720336322414,2.298350128818945
